rolecode,leadercode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,coder,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,59,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1980,1,11,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,955,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,60,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1981,2,12,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1057,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,61,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1982,3,13,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1153,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,62,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1983,4,14,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1194,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,63,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1984,5,15,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1172,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,64,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1985,6,16,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1133,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,65,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1986,7,17,1,1,1980,12,1988,137,731,1135,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1215,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,66,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1987,8,18,1,1,1980,12,1988,137,731,1135,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1005,700,0,1,0,0,0
3,295,,,,,Mohammad Nabi Mohammadi,Mohammad Mohammadi,Mohammed,Mohammadi,,,,Afghanistan vs Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,,,Male,1921,2002,1,"Province of Lofar, Afghanistan",57,67,Appointed/Designated,0,Finished secondary,Islam,Religion,,0,0,1,32,1,Islam,1,1,0,0,Education,0,0,0,1,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,247,11,1988,9,19,1,1,1980,12,1988,137,731,1135,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,908,700,0,1,0,0,0
4,84,,,,,Muhammad Asif Mohseni,Asif Mohseni,Asif,Mohseni,,,Afghanistan,Afghanistan vs Harakat-I Islami-yi Afghanistan,Harakat-I Islami-yi Afghanistan,Islamic Movement of Afghanistan,,Male,1936,,0,Afghanistan,42,48,Founded/Co-founded,0,Obtained Bachelor's,Islam,Religion,,0,0,1,,0,Islam,,1,0,0,Education,0,0,0,0,0,1,14,Bachelor's,"Pakistan, Iraq",0,1,2,0,0,,Pashto,0,0,Complete,87,11,1984,1,20,1,1,1984,12,1984,137,737,1140,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1172,700,0,1,0,0,0
5,165,,,,,Gulbuddin Hekmatyar,Gulbuddin Hekmatyar,Gulbuddin,Hekmatyar,Butcher of Kabul,,Afghanistan,Afghanistan vs Hezb-i-Islami,Hizb-e Islami/Hizb-e Islami Gulbuddin,,,Male,1947,,0,"Imam Sahib District, Kunduz Province, Afghanistan",28,45,Founded/Co-founded,0,Finished secondary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Activist,0,1,0,0,1,0,0,None,,0,0,1,1,0,,"Pashto, Dari",0,0,Complete,3240,11,1992,1,21,1,6,1992,12,1995,137,412,1141,1,2,0,1,3,2,14,14,2,2,0,1,1,1,1,0,-3,765,700,0,1,0,0,0
5,165,,,,,Gulbuddin Hekmatyar,Gulbuddin Hekmatyar,Gulbuddin,Hekmatyar,Butcher of Kabul,,Afghanistan,Afghanistan vs Hezb-i-Islami,Hizb-e Islami/Hizb-e Islami Gulbuddin,,,Male,1947,,0,"Imam Sahib District, Kunduz Province, Afghanistan",28,46,Founded/Co-founded,0,Finished secondary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Activist,0,1,0,0,1,0,0,None,,0,0,1,1,0,,"Pashto, Dari",0,0,Complete,3240,11,1993,2,22,1,6,1992,12,1995,137,412,1141,1,2,0,1,3,2,,,,,0,1,1,1,1,0,-3,659,700,0,1,0,0,0
5,165,,,,,Gulbuddin Hekmatyar,Gulbuddin Hekmatyar,Gulbuddin,Hekmatyar,Butcher of Kabul,,Afghanistan,Afghanistan vs Hezb-i-Islami,Hizb-e Islami/Hizb-e Islami Gulbuddin,,,Male,1947,,0,"Imam Sahib District, Kunduz Province, Afghanistan",28,47,Founded/Co-founded,0,Finished secondary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Activist,0,1,0,0,1,0,0,None,,0,0,1,1,0,,"Pashto, Dari",0,0,Complete,3240,11,1994,3,23,1,6,1992,12,1995,137,412,1141,1,1,0,1,3,2,0,0,0,0,0,1,1,1,1,0,-3,590,700,0,1,0,0,0
5,165,,,,,Gulbuddin Hekmatyar,Gulbuddin Hekmatyar,Gulbuddin,Hekmatyar,Butcher of Kabul,,Afghanistan,Afghanistan vs Hezb-i-Islami,Hizb-e Islami/Hizb-e Islami Gulbuddin,,,Male,1947,,0,"Imam Sahib District, Kunduz Province, Afghanistan",28,48,Founded/Co-founded,0,Finished secondary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Activist,0,1,0,0,1,0,0,None,,0,0,1,1,0,,"Pashto, Dari",0,0,Complete,3240,11,1995,4,24,1,6,1992,12,1995,137,412,1141,1,1,0,1,3,2,0,0,0,0,0,1,1,1,1,0,-3,709,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,43,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1989,1,25,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-4,886,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,44,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1990,2,26,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-4,836,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,45,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1991,3,27,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-4,832,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,46,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1992,4,28,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,1,0,0,1,0,1,1,0,-3,765,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,47,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1993,5,29,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,,,,,0,1,0,1,1,0,-3,659,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,48,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1994,6,30,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-3,590,700,0,1,0,0,0
6,11,,,,,Abdul Ali Mazari,Abdul Ali Mazari,Abdul Ali,Mazari,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1946,1995,1,"Village of Nanwai, Charkent District, Balkh Province, Afghanistan",43,49,Founded/Co-founded,0,Finished secondary,Islam,Religion,,0,0,0,,0,Islam,0,1,0,0,Activist,0,1,1,0,0,1,6,Secondary,"Iran, Iraq",0,0,1,1,0,Executed,"Pashto, Dari",0,0,Complete,683,11,1995,7,31,1,2,1989,3,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-3,709,700,0,1,0,0,0
7,232,,,,,Karim Khalili,Karim Khalili,Karim,Khalili,,,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,,,Male,1950,,0,"Qala-i-Chesht Behsud, District of Maidan-Wardak Province, Afghanistan",45,45,Elected,0,Finished secondary,Islam,Religion,,0,0,1,,1,Islam,1,1,0,0,Activist,0,1,1,1,0,1,4,Secondary,Iran,0,0,1,0,0,,"Pashto, Dari",0,0,Complete,743,11,1995,7,32,2,3,1995,12,1995,137,413,1142,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,-3,709,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,61,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1980,1,33,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,0,1,0,-3,955,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,62,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1981,2,34,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1057,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,63,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1982,3,35,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1153,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,64,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1983,4,36,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1194,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,65,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1984,5,37,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1172,700,0,1,0,0,0
8,274,,,,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,,,Male,1919,2006,1,"Nangarhar Province, Afghanistan",60,66,Founded/Co-founded,0,Finished primary,N/A,,,0,0,1,,1,Islam,0,1,0,0,Education,0,1,1,0,1,0,0,None,,0,0,1,0,0,Disease/natural causes,"Pashto, Dari",0,0,Complete,118,11,1985,6,38,1,1,1980,12,1991,137,760,1136,1,2,1,0,1,2,0,0,0,0,0,1,1,1,1,0,-3,1133,700,0,1,0,0,0
